,time,quant
1101,2018-12-25,3834.73
1102,2018-12-26,3848.78
1103,2018-12-27,3646.09
1104,2018-12-28,3947.86
1105,2018-12-29,3797.06
1106,2018-12-30,3896.21
1107,2018-12-31,3747.39
1108,2019-01-01,3880.15
1109,2019-01-02,3961.01
1110,2019-01-03,3835.86
1111,2019-01-04,3874.06
1112,2019-01-05,3855.39
1113,2019-01-06,4102.85
1114,2019-01-07,4050.4
1115,2019-01-08,4040.75
1116,2019-01-09,4048.34
1117,2019-01-10,3668.15
1118,2019-01-11,3669.2
1119,2019-01-12,3664.38
1120,2019-01-13,3551.24
1121,2019-01-14,3703.9
1122,2019-01-15,3621.24
1123,2019-01-16,3643.99
1124,2019-01-17,3685.3
1125,2019-01-18,3648.05
1126,2019-01-19,3729.78
1127,2019-01-20,3567.73
1128,2019-01-21,3571.92
1129,2019-01-22,3602.04
1130,2019-01-23,3572.05
1131,2019-01-24,3598.52
1132,2019-01-25,3582.89
1133,2019-01-26,3596.5
1134,2019-01-27,3565.08
1135,2019-01-28,3453.42
1136,2019-01-29,3418.25
1137,2019-01-30,3467.21
1138,2019-01-31,3434.13
1139,2019-02-01,3461.63
1140,2019-02-02,3508.68
1141,2019-02-03,3449.62
1142,2019-02-04,3431.24
1143,2019-02-05,3447.66
1144,2019-02-06,3394.89
1145,2019-02-07,3375.33
1146,2019-02-08,3660.03
1147,2019-02-09,3652.26
1148,2019-02-10,3685.14
1149,2019-02-11,3611.34
1150,2019-02-12,3617.41
1151,2019-02-13,3605.87
1152,2019-02-14,3588.72
1153,2019-02-15,3593.49
1154,2019-02-16,3617.24
1155,2019-02-17,3670.92
1156,2019-02-18,3912.57
1157,2019-02-19,3924.24
1158,2019-02-20,3974.05
1159,2019-02-21,3937.04
1160,2019-02-22,3983.53
1161,2019-02-23,4149.09
1162,2019-02-24,3771.62
1163,2019-02-25,3845.51
1164,2019-02-26,3817.88
1165,2019-02-27,3830.72
1166,2019-02-28,3823.37
1167,2019-03-01,3831.48
1168,2019-03-02,3842.94
1169,2019-03-03,3812.31
1170,2019-03-04,3731.28
1171,2019-03-05,3874.18
1172,2019-03-06,3874.98
1173,2019-03-07,3882.61
1174,2019-03-08,3868.02
1175,2019-03-09,3947.74
1176,2019-03-10,3929.84
1177,2019-03-11,3874.89
1178,2019-03-12,3888.57
1179,2019-03-13,3878.44
1180,2019-03-14,3881.44
1181,2019-03-15,3927.08
1182,2019-03-16,4027.01
1183,2019-03-17,3998.0
1184,2019-03-18,3988.85
1185,2019-03-19,4024.14
1186,2019-03-20,4056.75
1187,2019-03-21,3996.93
1188,2019-03-22,4000.84
1189,2019-03-23,4007.21
1190,2019-03-24,3994.11
1191,2019-03-25,3924.55
1192,2019-03-26,3942.22
1193,2019-03-27,4045.98
1194,2019-03-28,4036.45
1195,2019-03-29,4111.38
1196,2019-03-30,4118.13
1197,2019-03-31,4112.69
1198,2019-04-01,4151.32
1199,2019-04-02,4906.93
1200,2019-04-03,4976.59
1201,2019-04-04,4913.36
1202,2019-04-05,5047.23
1203,2019-04-06,5057.25
1204,2019-04-07,5201.16
1205,2019-04-08,5294.09
1206,2019-04-09,5201.3
1207,2019-04-10,5318.6
1208,2019-04-11,5048.56
1209,2019-04-12,5081.5
1210,2019-04-13,5080.66
1211,2019-04-14,5165.59
1212,2019-04-15,5037.27
1213,2019-04-16,5212.81
1214,2019-04-17,5236.26
1215,2019-04-18,5289.75
1216,2019-04-19,5295.53
1217,2019-04-20,5326.18
1218,2019-04-21,5305.74
1219,2019-04-22,5394.67
1220,2019-04-23,5539.1
1221,2019-04-24,5454.58
1222,2019-04-25,5162.67
1223,2019-04-26,5234.09
1224,2019-04-27,5229.48
1225,2019-04-28,5272.45
1226,2019-04-29,5237.96
1227,2019-04-30,5350.64
1228,2019-05-01,5389.54
1229,2019-05-02,5500.72
1230,2019-05-03,5753.38
1231,2019-05-04,5840.08
1232,2019-05-05,5794.14
1233,2019-05-06,5748.17
1234,2019-05-07,5819.57
1235,2019-05-08,5998.71
1236,2019-05-09,6171.96
1237,2019-05-10,6358.29
1238,2019-05-11,7191.36
1239,2019-05-12,6977.63
1240,2019-05-13,7806.36
1241,2019-05-14,7980.13
1242,2019-05-15,8183.83
1243,2019-05-16,7874.11
1244,2019-05-17,7371.96
1245,2019-05-18,7266.08
1246,2019-05-19,8193.14
1247,2019-05-20,7998.29
1248,2019-05-21,7947.93
1249,2019-05-22,7626.89
1250,2019-05-23,7876.5
1251,2019-05-24,7996.4
1252,2019-05-25,8059.13
1253,2019-05-26,8726.23
1254,2019-05-27,8785.17
1255,2019-05-28,8718.85
1256,2019-05-29,8664.56
1257,2019-05-30,8276.25
1258,2019-05-31,8550.67
1259,2019-06-01,8555.87
1260,2019-06-02,8737.91
1261,2019-06-03,8114.49
1262,2019-06-04,7677.47
1263,2019-06-05,7791.29
1264,2019-06-06,7807.36
1265,2019-06-07,8002.63
1266,2019-06-08,7933.78
1267,2019-06-09,7643.44
1268,2019-06-10,8021.0
1269,2019-06-11,7917.32
1270,2019-06-12,8174.14
1271,2019-06-13,8235.57
1272,2019-06-14,8693.96
1273,2019-06-15,8853.56
1274,2019-06-16,8979.18
1275,2019-06-17,9336.01
1276,2019-06-18,9081.71
1277,2019-06-19,9280.54
1278,2019-06-20,9536.85
1279,2019-06-21,10218.87
1280,2019-06-22,10689.54
1281,2019-06-23,10855.99
1282,2019-06-24,11035.74
1283,2019-06-25,11740.34
1284,2019-06-26,12913.28
1285,2019-06-27,11154.09
1286,2019-06-28,12355.06
1287,2019-06-29,11884.1
1288,2019-06-30,10769.05
1289,2019-07-01,10591.87
1290,2019-07-02,10844.13
1291,2019-07-03,11981.61
1292,2019-07-04,11156.52
1293,2019-07-05,10993.25
1294,2019-07-06,11248.94
1295,2019-07-07,11474.28
1296,2019-07-08,12296.16
1297,2019-07-09,12567.02
1298,2019-07-10,12099.12
1299,2019-07-11,11343.12
1300,2019-07-12,11797.37
1301,2019-07-13,11363.97
1302,2019-07-14,10204.41
1303,2019-07-15,10850.26
1304,2019-07-16,9423.44
1305,2019-07-17,9696.15
1306,2019-07-18,10638.35
1307,2019-07-19,10532.94
1308,2019-07-20,10759.42
1309,2019-07-21,10586.71
1310,2019-07-22,10325.87
1311,2019-07-23,9854.15
1312,2019-07-24,9772.14
1313,2019-07-25,9882.43
1314,2019-07-26,9847.45
1315,2019-07-27,9478.32
1316,2019-07-28,9531.77
1317,2019-07-29,9506.93
1318,2019-07-30,9595.52
1319,2019-07-31,10089.25
1320,2019-08-01,10409.79
1321,2019-08-02,10528.99
1322,2019-08-03,10820.41
1323,2019-08-04,10978.91
1324,2019-08-05,11807.96
1325,2019-08-06,11467.1
1326,2019-08-07,11974.28
1327,2019-08-08,11982.8
1328,2019-08-09,11865.21
1329,2019-08-10,11293.59
1330,2019-08-11,11549.06
1331,2019-08-12,11387.41
1332,2019-08-13,10872.0
1333,2019-08-14,10031.89
1334,2019-08-15,10308.51
1335,2019-08-16,10360.43
1336,2019-08-17,10220.75
1337,2019-08-18,10326.25
1338,2019-08-19,10922.16
1339,2019-08-20,10770.76
1340,2019-08-21,10131.67
1341,2019-08-22,10104.11
1342,2019-08-23,10410.49
1343,2019-08-24,10150.07
1344,2019-08-25,10141.75
1345,2019-08-26,10364.91
1346,2019-08-27,10175.47
1347,2019-08-28,9722.83
1348,2019-08-29,9492.81
1349,2019-08-30,9587.25
1350,2019-08-31,9624.54
1351,2019-09-01,9768.36
1352,2019-09-02,10387.5
1353,2019-09-03,10625.1
1354,2019-09-04,10585.2
1355,2019-09-05,10556.16
1356,2019-09-06,10309.91
1357,2019-09-07,10491.96
1358,2019-09-08,10420.88
1359,2019-09-09,10314.88
1360,2019-09-10,10109.46
1361,2019-09-11,10165.01
1362,2019-09-12,10428.96
1363,2019-09-13,10372.29
1364,2019-09-14,10365.56
1365,2019-09-15,10313.02
1366,2019-09-16,10271.79
1367,2019-09-17,10198.62
1368,2019-09-18,10163.38
1369,2019-09-19,10281.03
1370,2019-09-20,10176.38
1371,2019-09-21,9988.38
1372,2019-09-22,10036.98
1373,2019-09-23,9694.6
1374,2019-09-24,8542.54
1375,2019-09-25,8446.97
1376,2019-09-26,8074.99
1377,2019-09-27,8201.36
1378,2019-09-28,8223.65
1379,2019-09-29,8065.26
1380,2019-09-30,8314.62
1381,2019-10-01,8326.64
1382,2019-10-02,8391.52
1383,2019-10-03,8246.3
1384,2019-10-04,8168.05
1385,2019-10-05,8172.48
1386,2019-10-06,7868.31
1387,2019-10-07,8215.11
1388,2019-10-08,8191.87
1389,2019-10-09,8593.16
1390,2019-10-10,8596.57
1391,2019-10-11,8278.05
1392,2019-10-12,8316.66
1393,2019-10-13,8296.34
1394,2019-10-14,8363.94
1395,2019-10-15,8173.48
1396,2019-10-16,8014.39
1397,2019-10-17,8082.46
1398,2019-10-18,7972.62
1399,2019-10-19,7973.63
1400,2019-10-20,8247.25
1401,2019-10-21,8223.25
1402,2019-10-22,8034.5
1403,2019-10-23,7479.54
1404,2019-10-24,7444.2
1405,2019-10-25,8671.1
1406,2019-10-26,9258.98
1407,2019-10-27,9550.6
1408,2019-10-28,9222.23
1409,2019-10-29,9432.86
1410,2019-10-30,9169.86
1411,2019-10-31,9157.52
1412,2019-11-01,9260.59
1413,2019-11-02,9311.99
1414,2019-11-03,9221.61
1415,2019-11-04,9421.54
1416,2019-11-05,9323.61
1417,2019-11-06,9347.27
1418,2019-11-07,9208.52
1419,2019-11-08,8772.31
1420,2019-11-09,8822.19
1421,2019-11-10,9045.85
1422,2019-11-11,8726.31
1423,2019-11-12,8815.14
1424,2019-11-13,8773.82
1425,2019-11-14,8640.42
1426,2019-11-15,8468.57
1427,2019-11-16,8498.94
1428,2019-11-17,8515.28
1429,2019-11-18,8190.16
1430,2019-11-19,8133.57
1431,2019-11-20,8093.6
1432,2019-11-21,7632.59
1433,2019-11-22,7292.2
1434,2019-11-23,7339.24
1435,2019-11-24,6930.09
1436,2019-11-25,7138.23
1437,2019-11-26,7170.11
1438,2019-11-27,7531.5
1439,2019-11-28,7442.33
1440,2019-11-29,7769.38
1441,2019-11-30,7571.77
1442,2019-12-01,7420.53
1443,2019-12-02,7320.94
1444,2019-12-03,7313.64
1445,2019-12-04,7207.78
1446,2019-12-05,7406.75
1447,2019-12-06,7558.58
1448,2019-12-07,7514.86
1449,2019-12-08,7539.7
1450,2019-12-09,7350.62
1451,2019-12-10,7233.84
1452,2019-12-11,7212.01
1453,2019-12-12,7199.39
1454,2019-12-13,7261.72
1455,2019-12-14,7080.29
1456,2019-12-15,7132.39
1457,2019-12-16,6897.33
1458,2019-12-17,6635.84
1459,2019-12-18,7294.53
1460,2019-12-19,7159.26
1461,2019-12-20,7203.41
1462,2019-12-21,7159.47
1463,2019-12-22,7517.58
1464,2019-12-23,7326.6
1465,2019-12-24,7260.91
1466,2019-12-25,7202.72
1467,2019-12-26,7207.23
1468,2019-12-27,7253.82
1469,2019-12-28,7316.23
1470,2019-12-29,7399.49
1471,2019-12-30,7234.44
1472,2019-12-31,7183.88
1473,2020-01-01,7189.94
1474,2020-01-02,6965.72
1475,2020-01-03,7339.7
1476,2020-01-04,7357.5
1477,2020-01-05,7359.96
1478,2020-01-06,7762.69
1479,2020-01-07,8160.36
1480,2020-01-08,8045.15
1481,2020-01-09,7817.35
1482,2020-01-10,8190.31
1483,2020-01-11,8024.58
1484,2020-01-12,8181.49
1485,2020-01-13,8106.56
1486,2020-01-14,8820.95
1487,2020-01-15,8813.21
1488,2020-01-16,8719.63
1489,2020-01-17,8894.83
1490,2020-01-18,8909.28
1491,2020-01-19,8702.59
1492,2020-01-20,8634.03
1493,2020-01-21,8724.84
1494,2020-01-22,8667.26
1495,2020-01-23,8394.28
1496,2020-01-24,8431.78
1497,2020-01-25,8345.88
1498,2020-01-26,8602.37
1499,2020-01-27,8898.94
1500,2020-01-28,9391.97
1501,2020-01-29,9286.18
1502,2020-01-30,9501.38
1503,2020-01-31,9342.23
1504,2020-02-01,9384.45
1505,2020-02-02,9334.25
1506,2020-02-03,9288.96
1507,2020-02-04,9171.98
1508,2020-02-05,9611.42
1509,2020-02-06,9755.84
1510,2020-02-07,9808.36
1511,2020-02-08,9898.25
1512,2020-02-09,10157.78
1513,2020-02-10,9858.03
1514,2020-02-11,10269.43
1515,2020-02-12,10347.93
1516,2020-02-13,10233.32
1517,2020-02-14,10360.37
1518,2020-02-15,9905.43
1519,2020-02-16,9925.51
1520,2020-02-17,9702.48
1521,2020-02-18,10182.6
1522,2020-02-19,9602.43
1523,2020-02-20,9608.8
1524,2020-02-21,9697.86
1525,2020-02-22,9671.46
1526,2020-02-23,9977.39
1527,2020-02-24,9664.21
1528,2020-02-25,9316.18
1529,2020-02-26,8793.5
1530,2020-02-27,8821.5
1531,2020-02-28,8719.29
1532,2020-02-29,8545.45
1533,2020-03-01,8549.38
1534,2020-03-02,8919.74
1535,2020-03-03,8765.68
1536,2020-03-04,8773.78
1537,2020-03-05,9074.82
1538,2020-03-06,9160.39
1539,2020-03-07,8903.72
1540,2020-03-08,8057.67
1541,2020-03-09,7944.4
1542,2020-03-10,7894.66
1543,2020-03-11,7945.36
1544,2020-03-12,4916.78
1545,2020-03-13,5632.58
1546,2020-03-14,5181.77
1547,2020-03-15,5357.02
1548,2020-03-16,5045.0
1549,2020-03-17,5337.66
1550,2020-03-18,5413.06
1551,2020-03-19,6184.88
1552,2020-03-20,6206.44
1553,2020-03-21,6195.43
1554,2020-03-22,5828.15
1555,2020-03-23,6503.53
1556,2020-03-24,6767.18
1557,2020-03-25,6694.21
1558,2020-03-26,6757.95
1559,2020-03-27,6382.8
1560,2020-03-28,6252.49
1561,2020-03-29,5882.2
1562,2020-03-30,6403.31
1563,2020-03-31,6423.61
1564,2020-04-01,6663.63
1565,2020-04-02,6804.42
1566,2020-04-03,6743.68
1567,2020-04-04,6875.95
1568,2020-04-05,6781.64
1569,2020-04-06,7347.22
1570,2020-04-07,7201.57
1571,2020-04-08,7367.37
1572,2020-04-09,7294.55
1573,2020-04-10,6876.49
1574,2020-04-11,6887.6
1575,2020-04-12,6913.76
1576,2020-04-13,6859.43
1577,2020-04-14,6879.44
1578,2020-04-15,6629.54
1579,2020-04-16,7114.55
1580,2020-04-17,7037.12
1581,2020-04-18,7264.29
1582,2020-04-19,7132.88
1583,2020-04-20,6842.45
1584,2020-04-21,6855.11
1585,2020-04-22,7135.41
1586,2020-04-23,7489.25
1587,2020-04-24,7509.44
1588,2020-04-25,7546.92
1589,2020-04-26,7701.35
1590,2020-04-27,7787.41
1591,2020-04-28,7760.32
1592,2020-04-29,8784.96
1593,2020-04-30,8637.56
1594,2020-05-01,8829.12
1595,2020-05-02,8981.11
1596,2020-05-03,8907.19
1597,2020-05-04,8881.65
1598,2020-05-05,9029.75
1599,2020-05-06,9153.2
1600,2020-05-07,9999.93
1601,2020-05-08,9808.18
1602,2020-05-09,9541.13
1603,2020-05-10,8735.05
1604,2020-05-11,8568.88
1605,2020-05-12,8821.18
1606,2020-05-13,9317.44
1607,2020-05-14,9793.19
1608,2020-05-15,9311.69
1609,2020-05-16,9387.08
1610,2020-05-17,9670.56
1611,2020-05-18,9722.73
1612,2020-05-19,9780.2
1613,2020-05-20,9509.45
1614,2020-05-21,9059.11
1615,2020-05-22,9170.74
1616,2020-05-23,9186.19
1617,2020-05-24,8718.49
1618,2020-05-25,8901.48
1619,2020-05-26,8844.5
1620,2020-05-27,9204.62
1621,2020-05-28,9579.71
1622,2020-05-29,9424.62
1623,2020-05-30,9699.78
1624,2020-05-31,9450.47
1625,2020-06-01,10211.23
1626,2020-06-02,9523.75
1627,2020-06-03,9666.06
1628,2020-06-04,9794.55
1629,2020-06-05,9622.02
1630,2020-06-06,9671.46
1631,2020-06-07,9750.7
1632,2020-06-08,9782.58
1633,2020-06-09,9779.7
1634,2020-06-10,9891.84
1635,2020-06-11,9268.13
1636,2020-06-12,9464.23
1637,2020-06-13,9474.65
1638,2020-06-14,9333.7
1639,2020-06-15,9429.65
1640,2020-06-16,9526.7
1641,2020-06-17,9459.13
1642,2020-06-18,9380.67
1643,2020-06-19,9301.83
1644,2020-06-20,9359.18
1645,2020-06-21,9292.81
1646,2020-06-22,9691.61
1647,2020-06-23,9624.3
1648,2020-06-24,9292.94
1649,2020-06-25,9241.32
1650,2020-06-26,9158.07
1651,2020-06-27,9007.14
1652,2020-06-28,9120.39
1653,2020-06-29,9187.07
1654,2020-06-30,9136.47
1655,2020-07-01,9238.89
1656,2020-07-02,9092.8
1657,2020-07-03,9066.46
1658,2020-07-04,9142.2
1659,2020-07-05,9081.44
1660,2020-07-06,9347.05
1661,2020-07-07,9257.32
1662,2020-07-08,9439.2
1663,2020-07-09,9238.95
1664,2020-07-10,9288.57
1665,2020-07-11,9237.13
1666,2020-07-12,9300.95
1667,2020-07-13,9237.89
1668,2020-07-14,9256.07
1669,2020-07-15,9193.22
1670,2020-07-16,9133.23
1671,2020-07-17,9156.79
1672,2020-07-18,9177.22
1673,2020-07-19,9216.02
1674,2020-07-20,9164.42
1675,2020-07-21,9392.83
1676,2020-07-22,9537.24
1677,2020-07-23,9615.21
1678,2020-07-24,9550.23
1679,2020-07-25,9708.41
1680,2020-07-26,9942.01
1681,2020-07-27,11042.94
1682,2020-07-28,10933.26
1683,2020-07-29,11112.04
1684,2020-07-30,11113.66
1685,2020-07-31,11352.72
1686,2020-08-01,11812.42
1687,2020-08-02,11063.5
1688,2020-08-03,11234.73
1689,2020-08-04,11194.18
1690,2020-08-05,11752.05
1691,2020-08-06,11771.27
1692,2020-08-07,11603.82
1693,2020-08-08,11770.77
1694,2020-08-09,11686.34
1695,2020-08-10,11897.41
1696,2020-08-11,11389.01
1697,2020-08-12,11570.19
1698,2020-08-13,11790.68
1699,2020-08-14,11774.52
1700,2020-08-15,11860.91
1701,2020-08-16,11917.97
1702,2020-08-17,12301.19
1703,2020-08-18,11956.69
1704,2020-08-19,11760.37
1705,2020-08-20,11863.43
1706,2020-08-21,11527.35
1707,2020-08-22,11670.42
1708,2020-08-23,11651.52
1709,2020-08-24,11756.4
1710,2020-08-25,11330.56
1711,2020-08-26,11466.89
1712,2020-08-27,11331.02
1713,2020-08-28,11535.21
1714,2020-08-29,11480.48
1715,2020-08-30,11716.54
1716,2020-08-31,11657.81
1717,2020-09-01,11926.69
1718,2020-09-02,11397.9
1719,2020-09-03,10174.62
1720,2020-09-04,10467.33
1721,2020-09-05,10167.97
1722,2020-09-06,10260.37
1723,2020-09-07,10379.08
1724,2020-09-08,10128.54
1725,2020-09-09,10228.85
1726,2020-09-10,10345.68
1727,2020-09-11,10398.5
1728,2020-09-12,10448.0
1729,2020-09-13,10332.36
1730,2020-09-14,10678.31
1731,2020-09-15,10786.7
1732,2020-09-16,10957.1
1733,2020-09-17,10945.14
1734,2020-09-18,10937.89
1735,2020-09-19,11083.61
1736,2020-09-20,10921.85
1737,2020-09-21,10418.14
1738,2020-09-22,10534.73
1739,2020-09-23,10238.09
1740,2020-09-24,10742.98
1741,2020-09-25,10694.12
1742,2020-09-26,10734.23
1743,2020-09-27,10781.47
1744,2020-09-28,10699.0
1745,2020-09-29,10841.29
1746,2020-09-30,10779.42
1747,2020-10-01,10622.79
1748,2020-10-02,10576.64
1749,2020-10-03,10552.04
1750,2020-10-04,10675.52
1751,2020-10-05,10795.11
1752,2020-10-06,10603.9
1753,2020-10-07,10672.67
1754,2020-10-08,10929.4
1755,2020-10-09,11058.78
1756,2020-10-10,11301.57
1757,2020-10-11,11375.51
1758,2020-10-12,11539.76
1759,2020-10-13,11427.29
1760,2020-10-14,11429.3
1761,2020-10-15,11508.31
1762,2020-10-16,11326.25
1763,2020-10-17,11367.65
1764,2020-10-18,11513.33
1765,2020-10-19,11756.88
1766,2020-10-20,11921.78
1767,2020-10-21,12813.11
1768,2020-10-22,12990.25
1769,2020-10-23,12937.2
1770,2020-10-24,13126.13
1771,2020-10-25,13041.21
1772,2020-10-26,13069.43
1773,2020-10-27,13646.02
1774,2020-10-28,13285.97
1775,2020-10-29,13462.18
1776,2020-10-30,13565.95
1777,2020-10-31,13803.41
1778,2020-11-01,13761.72
1779,2020-11-02,13571.24
1780,2020-11-03,14023.78
1781,2020-11-04,14157.73
1782,2020-11-05,15599.92
1783,2020-11-06,15590.62
1784,2020-11-07,14838.16
1785,2020-11-08,15488.25
1786,2020-11-09,15335.03
1787,2020-11-10,15313.73
1788,2020-11-11,15707.08
1789,2020-11-12,16306.53
1790,2020-11-13,16332.85
1791,2020-11-14,16075.95
1792,2020-11-15,15964.7
1793,2020-11-16,16721.46
1794,2020-11-17,17681.54
1795,2020-11-18,17786.27
1796,2020-11-19,17824.64
1797,2020-11-20,18672.78
1798,2020-11-21,18704.06
1799,2020-11-22,18430.59
1800,2020-11-23,18385.74
1801,2020-11-24,19157.16
1802,2020-11-25,18725.76
1803,2020-11-26,17175.86
1804,2020-11-27,17155.0
1805,2020-11-28,17739.9
1806,2020-11-29,18199.23
1807,2020-11-30,19686.87
1808,2020-12-01,18792.03
1809,2020-12-02,19226.19
1810,2020-12-03,19448.44
1811,2020-12-04,18665.0
1812,2020-12-05,19156.84
1813,2020-12-06,19378.94
1814,2020-12-07,19181.41
1815,2020-12-08,18323.52
1816,2020-12-09,18549.92
1817,2020-12-10,18250.47
1818,2020-12-11,18034.86
1819,2020-12-12,18814.98
1820,2020-12-13,19169.05
1821,2020-12-14,19274.69
1822,2020-12-15,19441.96
1823,2020-12-16,21352.13
1824,2020-12-17,22822.17
1825,2020-12-18,23135.57
1826,2020-12-19,23844.72
1827,2020-12-20,23467.06
1828,2020-12-21,22727.13
1829,2020-12-22,23823.32
1830,2020-12-23,23239.5
1831,2020-12-24,23724.2
1832,2020-12-25,24707.98
1833,2020-12-26,26445.7
1834,2020-12-27,26249.27
1835,2020-12-28,27039.45
1836,2020-12-29,27360.78
1837,2020-12-30,28889.61
1838,2020-12-31,28972.4
1839,2021-01-01,29388.94
1840,2021-01-02,32203.64
1841,2021-01-03,33063.48
1842,2021-01-04,32030.55
1843,2021-01-05,34038.29
1844,2021-01-06,36849.86
1845,2021-01-07,39479.41
1846,2021-01-08,40636.24
1847,2021-01-09,40236.66
1848,2021-01-10,38202.08
1849,2021-01-11,35496.03
1850,2021-01-12,34058.4
1851,2021-01-13,37380.85
1852,2021-01-14,39155.58
1853,2021-01-15,36790.17
1854,2021-01-16,36025.26
1855,2021-01-17,35839.51
1856,2021-01-18,36623.04
1857,2021-01-19,35932.79
1858,2021-01-20,35501.38
1859,2021-01-21,30840.3
1860,2021-01-22,33008.02
1861,2021-01-23,32107.29
1862,2021-01-24,32283.66
1863,2021-01-25,32275.27
1864,2021-01-26,32516.52
1865,2021-01-27,30423.05
1866,2021-01-28,33443.87
1867,2021-01-29,34252.08
1868,2021-01-30,34317.82
1869,2021-01-31,33143.22
1870,2021-02-01,33535.94
1871,2021-02-02,35524.43
1872,2021-02-03,37677.34
1873,2021-02-04,36983.42
1874,2021-02-05,38310.24
1875,2021-02-06,39267.01
1876,2021-02-07,38868.82
1877,2021-02-08,46437.41
1878,2021-02-09,46509.57
1879,2021-02-10,44854.95
1880,2021-02-11,48006.18
1881,2021-02-12,47435.54
1882,2021-02-13,47222.32
1883,2021-02-14,48652.87
1884,2021-02-15,47936.51
1885,2021-02-16,49184.63
1886,2021-02-17,52154.91
1887,2021-02-18,51591.61
1888,2021-02-19,55933.47
1889,2021-02-20,55900.84
1890,2021-02-21,57469.95
1891,2021-02-22,54121.17
1892,2021-02-23,48898.7
1893,2021-02-24,49738.17
1894,2021-02-25,47082.87
1895,2021-02-26,46324.5
1896,2021-02-27,46191.39
1897,2021-02-28,45261.03
1898,2021-03-01,49635.07
1899,2021-03-02,48501.21
1900,2021-03-03,50392.55
1901,2021-03-04,48363.74
1902,2021-03-05,48775.37
1903,2021-03-06,48892.8
1904,2021-03-07,50964.18
1905,2021-03-08,52405.02
1906,2021-03-09,54928.7
1907,2021-03-10,55893.31
1908,2021-03-11,57809.41
1909,2021-03-12,57256.22
1910,2021-03-13,61179.79
1911,2021-03-14,58998.89
1912,2021-03-15,55665.01
1913,2021-03-16,56925.01
1914,2021-03-17,58909.0
1915,2021-03-18,57643.32
1916,2021-03-19,58060.21
1917,2021-03-20,58101.34
1918,2021-03-21,57374.95
1919,2021-03-22,54095.36
1920,2021-03-23,54355.45
1921,2021-03-24,52303.02
1922,2021-03-25,51336.09
1923,2021-03-26,55055.43
1924,2021-03-27,55863.73
1925,2021-03-28,55781.01
1926,2021-03-29,57626.1
1927,2021-03-30,58781.54
1928,2021-03-31,58793.8
1929,2021-04-01,58730.82
1930,2021-04-02,58987.8
1931,2021-04-03,57074.97
1932,2021-04-04,58219.43
1933,2021-04-05,59119.56
1934,2021-04-06,58010.35
1935,2021-04-07,55951.98
1936,2021-04-08,58084.46
1937,2021-04-09,58106.85
1938,2021-04-10,59784.8
1939,2021-04-11,59980.45
1940,2021-04-12,59845.76
1941,2021-04-13,63558.48
1942,2021-04-14,62964.27
1943,2021-04-15,63233.03
1944,2021-04-16,61416.41
1945,2021-04-17,60056.07
1946,2021-04-18,56246.82
1947,2021-04-19,55680.11
1948,2021-04-20,56496.06
1949,2021-04-21,53803.25
1950,2021-04-22,51717.61
1951,2021-04-23,51178.03
1952,2021-04-24,50115.99
1953,2021-04-25,49120.97
1954,2021-04-26,54062.29
1955,2021-04-27,55073.48
1956,2021-04-28,54877.94
1957,2021-04-29,53581.58
1958,2021-04-30,57757.97
1959,2021-05-01,57843.16
1960,2021-05-02,56623.51
1961,2021-05-03,57195.07
1962,2021-05-04,53244.07
1963,2021-05-05,57506.88
1964,2021-05-06,56441.94
1965,2021-05-07,57374.33
1966,2021-05-08,58943.13
1967,2021-05-09,58294.18
1968,2021-05-10,55870.01
1969,2021-05-11,56747.52
1970,2021-05-12,49504.08
1971,2021-05-13,49700.6
1972,2021-05-14,49887.96
1973,2021-05-15,46775.29
1974,2021-05-16,46490.71
1975,2021-05-17,43552.14
1976,2021-05-18,42886.02
1977,2021-05-19,36771.87
1978,2021-05-20,40597.4
1979,2021-05-21,37350.39
1980,2021-05-22,37491.5
1981,2021-05-23,34716.84
1982,2021-05-24,38837.76
1983,2021-05-25,38387.36
1984,2021-05-26,39295.08
1985,2021-05-27,38538.84
1986,2021-05-28,35680.92
1987,2021-05-29,34611.58
1988,2021-05-30,35662.59
1989,2021-05-31,37290.83
1990,2021-06-01,36683.51
1991,2021-06-02,37576.98
1992,2021-06-03,39229.66
1993,2021-06-04,36861.5
1994,2021-06-05,35538.4
1995,2021-06-06,35798.57
1996,2021-06-07,33582.86
1997,2021-06-08,33409.38
1998,2021-06-09,37391.58
1999,2021-06-10,36680.78
2000,2021-06-11,36843.33
